ee_addr	size	class	cov_status	cov_source	cov_fuzzy	ppc_addr	mangled	demangled	decl_file	conf
00121cc8	5232	float	near	ghidra	19.66	00121568	_ZN2kn8ModelSKL10drawNormalEPNS_16ProjectionCameraEPPN3Axa11DMA_SET_TAGEPNS_9DrawParamEPcPNS_13AnimationWorkEbPNS_7FMatrixE	kn::ModelSKL::drawNormal(kn::ProjectionCamera*, Axa::DMA_SET_TAG**, kn::DrawParam*, char*, kn::AnimationWork*, bool, kn::FMatrix*)		sim-high
0017aad0	5160	float	near	lift	65.62	004c65c0	__sti___10_action_cpp_23cfd07e	__sti___10_action_cpp_23cfd07e		sim-high
0011f7a8	3448	float	near	ghidra	34.46	0011ef40	_ZN2kn7ModelBG10drawCommonEPNS_16ProjectionCameraEPNS_9DrawParamEPcPNS_13AnimationWorkEbPNS_7FMatrixE	kn::ModelBG::drawCommon(kn::ProjectionCamera*, kn::DrawParam*, char*, kn::AnimationWork*, bool, kn::FMatrix*)		sim-high
00267e00	3376	switch	near	ghidra	14.80	0039f7f0	_ZN2Tz7CmEquip10SetupEquipEv	Tz::CmEquip::SetupEquip()		sim-high
001e4320	2808	float	near	lift	34.50	002ac1d0	_Z27dpd_set_monochrome_rsd_dataPi	dpd_set_monochrome_rsd_data(int*)		sim-med
0023ade0	2484	float	near	lift	41.67	000c3c58	_ZN2YI8SEQUENCE4DrawEv	YI::SEQUENCE::Draw()		high
00255df0	2304	loop	near	lift	50.38	0030f740	_ZN2Tz5CmTop4DrawEv	Tz::CmTop::Draw()		med
00194a30	2276	branchy	near	lift	55.93	004d9f58	_ZN2YS6BATTLE7SysInitEv	YS::BATTLE::SysInit()		high
002c90c8	2256	float	near	ghidra	82.77	003e171c	_ZN2dk16WM_GLANDING_INFOC1Ei	dk::WM_GLANDING_INFO::WM_GLANDING_INFO(int)		sim-high
0020b4e8	2248	float	near	m2c	74.65	005ccdd0	_Z5birthP18VRyjMegaBirthModelP18PRyjMegaBirthModelP6VColorP14_PARTICLE_DATAP14_PARTICLE_WMATP15_PARTICLE_COLOR	birth(VRyjMegaBirthModel*, PRyjMegaBirthModel*, VColor*, _PARTICLE_DATA*, _PARTICLE_WMAT*, _PARTICLE_COLOR*)		sim-high
0027dee8	2036	loop	near	ghidra	52.13	00384098	_ZN2Tz10SimpleStat6CreateEiii	Tz::SimpleStat::Create(int, int, int)		med
002c44b8	2028	loop	near	ghidra	62.88	003e3644	_ZN2dk10WM_LANDING12createSelectEv	dk::WM_LANDING::createSelect()		med
0023a0d8	1996	float	near	ghidra	18.58	000c2d20	_ZN2YI8SEQUENCE12UpdateActiveEv	YI::SEQUENCE::UpdateActive()		sim-high
00149448	1928	loop	near	lift	84.66	00062be0	_ZN2dk7MapFile4initEv	dk::MapFile::init()		med
0029d318	1872	loop	near	ghidra	62.99	0033b468	_ZN2Tz5JmDic15CreateCharaInfoEv	Tz::JmDic::CreateCharaInfo()		med
00238570	1824	float	near	lift	46.64	000c7c60	_ZN2YI6SPRITE5_DrawEiiii	YI::SPRITE::_Draw(int, int, int, int)		sim-high
0025cde0	1800	switch	near	lift	55.42	00302808	_ZN2Tz6CmSave4DrawEv	Tz::CmSave::Draw()		sim-high
0010c078	1792	branchy	near	lift	91.44	000e24f4	_ZN2kn6FriendC1EPKN2YS8OBJENTRYERKNS_7FVectorEf	kn::Friend::Friend(YS::OBJENTRY const*, kn::FVector const&, float)		sim-high
00286628	1792	loop	near	ghidra	59.58	003acebc	_ZN2Tz8CmNewFlg12CheckAbilityEv	Tz::CmNewFlg::CheckAbility()		med
0025c3c0	1716	switch	near	m2c	91.28	003035b0	_ZN2Tz6CmSave11CtrlSysSaveEv	Tz::CmSave::CtrlSysSave()		med
00270c70	1636	switch	near	ghidra	37.28	003994a4	_ZN2Tz8CmCustom11GetListInfoEi	Tz::CmCustom::GetListInfo(int)		med
002847e0	1632	float	near	lift	76.85	002ef838	_ZN2Tz6Ending5SetupEv	Tz::Ending::Setup()		high
002c3638	1620	float	near	m2c	68.33	003e44e4	_ZN2dk10WM_LANDING10selectListEv	dk::WM_LANDING::selectList()		med
0025bd98	1572	switch	near	m2c	91.99	003042cc	_ZN2Tz6CmSave12CtrlDataSaveEv	Tz::CmSave::CtrlDataSave()		med
0026f920	1548	switch	near	m2c	79.10	0039c6f4	_ZN2Tz8CmCustom14CtrlCustomListEv	Tz::CmCustom::CtrlCustomList()		med
0010ff08	1524	float	near	ghidra	41.86	000dfd98	_ZN2kn6Friend12battleActionEv	kn::Friend::battleAction()		sim-low
00277d20	1524	loop	near	lift	74.87	0038ca40	_ZN2Tz9CmAbility8SetupSelEv	Tz::CmAbility::SetupSel()		high
00265c78	1488	branchy	near	ghidra	0.00	003b2468	_ZN2Tz6CmStat16UpdateTopListNumEv	Tz::CmStat::UpdateTopListNum()		med
00278318	1444	switch	near	ghidra	73.51	00391cc8	_ZN2Tz9CmAbility7CtrlTopEv	Tz::CmAbility::CtrlTop()		med
00238c90	1436	float	near	ghidra	50.32	000c8d80	_ZN2YI6SPRITE6_Draw2Eiiii	YI::SPRITE::_Draw2(int, int, int, int)		sim-high
00243740	1432	float	near	lift	82.04	003c0b68	_ZN2Tz4HEFT5SetupEv	Tz::HEFT::Setup()		high
0026f388	1432	loop	near	m2c	62.26	00397aec	_ZN2Tz8CmCustom15SetupCustomListEv	Tz::CmCustom::SetupCustomList()		med
00248060	1380	float	near	ghidra	55.94	003cad28	_ZN2Tz4MUMI5SetupEv	Tz::MUMI::Setup()		high
002272b8	1372	float	near	ghidra	88.84	002bae00	_ZN2sa5EVENT10event_ctrlEP4TASK	sa::EVENT::event_ctrl(TASK*)		med
002700f0	1368	loop	near	ghidra	74.93	00398ca4	_ZN2Tz8CmCustom11SetupCustomEv	Tz::CmCustom::SetupCustom()		high
002678a8	1364	loop	near	m2c	71.24	003a2cb0	_ZN2Tz7CmEquip8SetupTopEv	Tz::CmEquip::SetupTop()		med
00299920	1356	switch	near	m2c	83.78	0032fb60	_ZN2Tz12JmCollection12SetupSelMessEv	Tz::JmCollection::SetupSelMess()		high
0025eee8	1348	switch	near	lift	72.31	002f95dc	_ZN2Tz6CmLoad4DrawEv	Tz::CmLoad::Draw()		sim-high
002499b8	1332	loop	near	m2c	59.92	003cd898	_ZN2Tz4TRTE5SetupEv	Tz::TRTE::Setup()		high
0024ce18	1328	loop	near	ghidra	69.33	003d2164	_ZN2Tz4TTPT5SetupEv	Tz::TTPT::Setup()		high
0029c098	1328	switch	near	m2c	73.64	0033eb88	_ZN2Tz5JmDic13CtrlCharaInfoEv	Tz::JmDic::CtrlCharaInfo()		med
002a3ba8	1308	loop	near	ghidra	65.08	0035effc	_ZN2Tz10JmTreasure10CreateListEv	Tz::JmTreasure::CreateList()		med
002788c0	1296	loop	near	lift	79.15	0038da8c	_ZN2Tz9CmAbility12SetupAbilityEv	Tz::CmAbility::SetupAbility()		med
002a5590	1276	loop	near	lift	66.33	0032cad4	_ZN2Tz8JmBattle9SetupInfoEv	Tz::JmBattle::SetupInfo()		med
00255900	1260	switch	near	m2c	81.56	00310b14	_ZN2Tz5CmTop7CtrlTopEv	Tz::CmTop::CtrlTop()		med
00254020	1252	loop	near	lift	91.75	00314a6c	_ZN2Tz5CmTop4ExitEv	Tz::CmTop::Exit()		sim-high
00181da0	1248	float	near	m2c	68.63	00404748	_ZNK2YS8AREADATA8SETINDEX10parse_codeEPKNS0_4CODEE	YS::AREADATA::SETINDEX::parse_code(YS::AREADATA::CODE const*) const		high
00245488	1244	loop	near	m2c	68.00	003c50d8	_ZN2Tz4HECO5SetupEv	Tz::HECO::Setup()		high
00260808	1236	loop	near	lift	77.13	003a7260	_ZN2Tz6CmItem12SetupItemUseEv	Tz::CmItem::SetupItemUse()		med
0024b588	1232	loop	near	ghidra	53.91	003be21c	_ZN2Tz4HBTE5SetupEv	Tz::HBTE::Setup()		high
0027a208	1228	loop	near	m2c	60.45	0038b8c8	_ZN2Tz9CmAbility13UpdateSelListEv	Tz::CmAbility::UpdateSelList()		med
00246ab8	1220	loop	near	lift	80.62	003c4a90	_ZN2Tz4HECO13CleateSelInfoEv	Tz::HECO::CleateSelInfo()		high
002b3440	1220	loop	near	ghidra	23.64	00353ffc	_ZN2Tz8JmPuzzle8SetPieceEv	Tz::JmPuzzle::SetPiece()		sim-high
0024f710	1216	loop	near	ghidra	54.80	003c8a24	_ZN2Tz4LMMU5SetupEv	Tz::LMMU::Setup()		high
002a6e50	1204	loop	near	lift	9.49	0035ba4c	_ZN2Tz8JmSynthe10CreateListEv	Tz::JmSynthe::CreateList()		med
002b5c30	1204	loop	near	m2c	60.17	0030c73c	_ZN2Tz8CmSLBase14UpdateListMessEi	Tz::CmSLBase::UpdateListMess(int)		high
002bdb70	1200	float	near	lift	60.14	003d84f0	_ZN8worldmap8Libretto5parseEPKN2YS4CODEE	worldmap::Libretto::parse(YS::CODE const*)		high
002b0950	1168	loop	near	m2c	67.54	0035229c	_ZN2Tz8JmPuzzle7CtrlPadEv	Tz::JmPuzzle::CtrlPad()		med
0025fb48	1160	branchy	near	ghidra	48.78	003a9dd8	_ZN2Tz6CmItem7CtrlTopEv	Tz::CmItem::CtrlTop()		med
001a9c20	1156	float	near	lift	65.96	0044e520	_ZN2YS11MESSAGEDRAW9draw_lineEPNS0_3ENVEPKNS_7MESSAGEE	YS::MESSAGEDRAW::draw_line(YS::MESSAGEDRAW::ENV*, YS::MESSAGE const*)		high
00297e68	1156	loop	near	lift	72.59	00328280	_ZN2Tz7JmAlbum5SetupEv	Tz::JmAlbum::Setup()		med
002d0290	1156	float	near	lift	77.27	0064e4c8	_ZN2Ti5MGObj6createEPKN2YS8OBJENTRYERKN2kn7FVectorEf	Ti::MGObj::create(YS::OBJENTRY const*, kn::FVector const&, float)		sim-high
0020a090	1148	float	near	lift	88.22	005c93d8	_Z5birthP11_pppPObjectP13VRyjMegaBirthP13PRyjMegaBirthP6VColorP14_PARTICLE_DATAP14_PARTICLE_WMATP15_PARTICLE_COLOR	birth(_pppPObject*, VRyjMegaBirth*, PRyjMegaBirth*, VColor*, _PARTICLE_DATA*, _PARTICLE_WMAT*, _PARTICLE_COLOR*)		sim-high
002958b0	1144	loop	near	lift	71.45	003586f0	_ZN2Tz8JmReport5SetupEv	Tz::JmReport::Setup()		high
002a4e38	1144	loop	near	lift	78.14	0032e5bc	_ZN2Tz8JmBattle8SetupTopEv	Tz::JmBattle::SetupTop()		med
001b65e0	1136	float	near	m2c	63.14	004df2a0	_ZN2YS10CHANGEFORM4execEP4TASK	YS::CHANGEFORM::exec(TASK*)		high
001892d8	1124	float	near	lift	84.68	004d7500	_ZN2YS6ANMATR18CheckRangeCallbackEPKNS0_5RANGEEPv	YS::ANMATR::CheckRangeCallback(YS::ANMATR::RANGE const*, void*)		sim-high
0014fe00	1116	loop	near	lift	80.14	000b8890	_ZN2dk7COUNTER6createEPvS1_NS_9INFO_BASE5ALIGNEiiPiS4_i	dk::COUNTER::create(void*, void*, dk::INFO_BASE::ALIGN, int, int, int*, int*, int)		sim-high
00271ee8	1108	loop	near	lift	46.30	00396a34	_ZN2Tz8CmCustom16UpdateCustomListEv	Tz::CmCustom::UpdateCustomList()		med
0029af20	1108	loop	near	lift	76.14	0033a034	_ZN2Tz5JmDic13SetupWorldSelEv	Tz::JmDic::SetupWorldSel()		med
001c3150	1100	float	near	lift	90.59	004c5310	_ZN2YS7ABILITY8set_itemEi	YS::ABILITY::set_item(int)		sim-high
0025e450	1100	switch	near	m2c	75.51	002fa678	_ZN2Tz6CmLoad12CtrlLoadListEv	Tz::CmLoad::CtrlLoadList()		med
0025ffd0	1096	loop	near	lift	78.01	003a6900	_ZN2Tz6CmItem10SetupStockEv	Tz::CmItem::SetupStock()		med
001097e8	1092	switch	near	ghidra	53.25	00118e48	_ZN2kn7VU1Draw19makeSendImagePacketEPNS_15SendImagePacketEjjjjjjjPv	kn::VU1Draw::makeSendImagePacket(kn::SendImagePacket*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, void*)		sim-low
002c0ca0	1088	loop	near	lift	77.95	003d5f30	_ZN2dk13WM_TOTAL_INFOC1Ev	dk::WM_TOTAL_INFO::WM_TOTAL_INFO()		sim-high
00166da8	1084	branchy	near	m2c	16.47	003f4028	__sti___9_model_cpp_9c2e5057	__sti___9_model_cpp_9c2e5057		sim-med
002772c8	1084	loop	near	ghidra	84.24	0039152c	_ZN2Tz9CmAbility8SetupTopEi	Tz::CmAbility::SetupTop(int)		high
00264be0	1080	loop	near	lift	81.44	003b36c0	_ZN2Tz6CmStat9SetupHelpEv	Tz::CmStat::SetupHelp()		high
0026bc10	1080	loop	near	ghidra	58.48	002fe82c	_ZN2Tz7CmParty5SetupEv	Tz::CmParty::Setup()		med
0016f000	1072	float	near	lift	95.03	0046b340	_ZN2YS8OBJENTRY6AppearEjRKN2kn7FVectorEf	YS::OBJENTRY::Appear(unsigned int, kn::FVector const&, float)		med
0013bc50	1068	float	near	lift	72.47	0004c0e0	_ZN2dk12COMMAND_DRAW15drawCurrentIconEPN2YS12COMMAND_MENUEiibjPKNS1_12COMMAND_ELEMEPNS_11COMMAND_ONEE	dk::COMMAND_DRAW::drawCurrentIcon(YS::COMMAND_MENU*, int, int, bool, unsigned int, YS::COMMAND_ELEM const*, dk::COMMAND_ONE*)		med
00299e70	1068	switch	near	m2c	79.18	00330f10	_ZN2Tz12JmCollection7ControlEv	Tz::JmCollection::Control()		med
0011ac10	1064	loop	near	m2c	38.79	00132808	_ZN2kn13ChickenLittle13update_lockonEv	kn::ChickenLittle::update_lockon()		med
001473e8	1064	float	near	lift	73.32	000ae130	_ZN2dk11OctDrawFile13drawObjectAllEv	dk::OctDrawFile::drawObjectAll()		sim-high
00297050	1064	loop	near	ghidra	71.35	0035a940	_ZN2Tz7JmStory5SetupEv	Tz::JmStory::Setup()		med
00123228	1060	float	near	ghidra	44.34	00123288	_ZN2kn8ModelSKL14drawSilhouetteEPNS_16ProjectionCameraEPPN3Axa11DMA_SET_TAGEPNS_9DrawParamEPcPNS_13AnimationWorkEbPNS_7FMatrixE	kn::ModelSKL::drawSilhouette(kn::ProjectionCamera*, Axa::DMA_SET_TAG**, kn::DrawParam*, char*, kn::AnimationWork*, bool, kn::FMatrix*)		sim-high
0025b7b8	1060	branchy	near	m2c	92.90	00304ca8	_ZN2Tz6CmSave8CtrlListEv	Tz::CmSave::CtrlList()		sim-high
002a0cb8	1060	branchy	near	m2c	75.62	00338a28	_ZN2Tz9JmDiagram7CtrlSelEv	Tz::JmDiagram::CtrlSel()		med
00296168	1056	switch	near	ghidra	74.60	00358d54	_ZN2Tz8JmReport7ControlEv	Tz::JmReport::Control()		med
00251a70	1052	branchy	near	m2c	48.16	003ba280	_ZN2Tz4CANA4DrawEv	Tz::CANA::Draw()		high
002b01d8	1052	loop	near	lift	74.41	0034d7a4	_ZN2Tz8JmPuzzle13SetupTutorialEv	Tz::JmPuzzle::SetupTutorial()		med
001ff958	1044	float	near	m2c	35.82	005b23a0	pppKeShpTail3X	pppKeShpTail3X		sim-high
002644a0	1044	switch	near	m2c	57.81	003b5288	_ZN2Tz6CmStat8SetupTopEb	Tz::CmStat::SetupTop(bool)		high
0029f520	1044	loop	near	lift	74.79	00329ef0	_ZN2Tz7JmAnsem9SetupInfoEv	Tz::JmAnsem::SetupInfo()		med
002a8330	1044	loop	near	ghidra	68.98	00342498	_ZN2Tz10JmMiniGame10UpdateListEv	Tz::JmMiniGame::UpdateList()		high
00268db8	1040	branchy	near	lift	49.70	003a43c8	_ZN2Tz7CmEquip9CtrlEquipEv	Tz::CmEquip::CtrlEquip()		high
001e66e8	1036	float	near	lift	72.86	002aebf0	_Z11pppPartDrawP9_pppMngSt	pppPartDraw(_pppMngSt*)		sim-high
00269658	1032	loop	near	ghidra	69.63	003a0478	_ZN2Tz7CmEquip13UpdateTopListEv	Tz::CmEquip::UpdateTopList()		high
00291510	1032	switch	near	m2c	76.20	00324460	_ZN2Tz8ItemStat6UpdateEiii	Tz::ItemStat::Update(int, int, int)		high
002200c0	1028	float	near	m2c	70.50	005cc918	_Z4calcP18VRyjMegaBirthModelP18PRyjMegaBirthModelP14_PARTICLE_DATAP6VColorP15_PARTICLE_COLOR	calc(VRyjMegaBirthModel*, PRyjMegaBirthModel*, _PARTICLE_DATA*, VColor*, _PARTICLE_COLOR*)		sim-low
0029b698	1008	loop	near	ghidra	77.65	0033ae1c	_ZN2Tz5JmDic13SetupCharaSelEv	Tz::JmDic::SetupCharaSel()		med
00260418	1004	switch	near	ghidra	73.59	003aa708	_ZN2Tz6CmItem9CtrlStockEv	Tz::CmItem::CtrlStock()		med
00128750	996	float	near	m2c	57.04	000fa118	_ZN2kn16MotionPrototype015calcFcurveValueEPNS_25MotionPrototype0RAWFcurveEiif	kn::MotionPrototype0::calcFcurveValue(kn::MotionPrototype0RAWFcurve*, int, int, float)		sim-med
0015bc80	996	float	near	lift	79.74	00073fd8	_ZN2dk5Radar4drawEv	dk::Radar::draw()		sim-high
00277938	996	branchy	near	m2c	82.02	003925f4	_ZN2Tz9CmAbility7CtrlSelEv	Tz::CmAbility::CtrlSel()		med
0025aa10	988	branchy	near	m2c	81.00	00306364	_ZN2Tz6CmSave9CtrlYesNoEv	Tz::CmSave::CtrlYesNo()		med
001fc720	984	float	near	lift	60.61	005adbe8	pppKeMdlDttDraw	pppKeMdlDttDraw		sim-low
00154f30	976	loop	near	lift	93.35	0009f558	_ZN2dk12GAUGE_FRIEND6createEPN2YS3OBJEi	dk::GAUGE_FRIEND::create(YS::OBJ*, int)		high
002551b8	976	loop	near	lift	78.33	003126c0	_ZN2Tz5CmTop8SetupTopEv	Tz::CmTop::SetupTop()		med
00266248	968	switch	near	ghidra	66.09	003b2cd0	_ZN2Tz6CmStat14UpdateHelpListEv	Tz::CmStat::UpdateHelpList()		med
0013ce08	964	float	near	lift	58.36	0004bb20	_ZN2dk12COMMAND_DRAW5recomEi	dk::COMMAND_DRAW::recom(int)		med
0025b218	964	switch	near	lift	80.84	00305aec	_ZN2Tz6CmSave12CtrlLoadListEv	Tz::CmSave::CtrlLoadList()		med
0025dfb0	960	branchy	near	ghidra	85.31	002fb498	_ZN2Tz6CmLoad16CtrlErrorConfirmEv	Tz::CmLoad::CtrlErrorConfirm()		med
00269a60	956	branchy	near	lift	44.81	003a11e0	_ZN2Tz7CmEquip14UpdateHelpMessEv	Tz::CmEquip::UpdateHelpMess()		med
002afe18	956	branchy	near	m2c	77.08	003525f8	_ZN2Tz8JmPuzzle8CtrlGameEv	Tz::JmPuzzle::CtrlGame()		med
0029ee68	952	loop	near	ghidra	73.31	0032b508	_ZN2Tz7JmAnsem8SetupTopEv	Tz::JmAnsem::SetupTop()		high
002708c0	944	branchy	near	m2c	82.47	0039d6b0	_ZN2Tz8CmCustom10CtrlCustomEv	Tz::CmCustom::CtrlCustom()		high
002945e8	944	loop	near	ghidra	81.28	00362c94	_ZN2Tz10JmWorldSel5SetupEv	Tz::JmWorldSel::Setup()		high
002a0908	944	loop	near	lift	63.00	003383d0	_ZN2Tz9JmDiagram5SetupEi	Tz::JmDiagram::Setup(int)		med
0025a660	940	branchy	near	m2c	90.60	00306904	_ZN2Tz6CmSave16CtrlErrorConfirmEv	Tz::CmSave::CtrlErrorConfirm()		med
00295d28	936	switch	near	m2c	94.53	003578f0	_ZN2Tz8JmReport12SetupSelMessEv	Tz::JmReport::SetupSelMess()		med
00254ab8	932	float	near	lift	46.90	003105e8	_ZN2Tz5CmTop13SetupPartyObjEv	Tz::CmTop::SetupPartyObj()		high
002af748	932	branchy	near	m2c	96.24	00350b28	_ZN2Tz8JmPuzzle7CtrlSelEv	Tz::JmPuzzle::CtrlSel()		sim-high
0022a7e0	928	float	near	ghidra	80.81	002e0300	_ZN2sa13MUSICAL_INPUT6createEi	sa::MUSICAL_INPUT::create(int)		med
001f6298	920	float	near	lift	23.64	005a9ec0	pppKeBornRnd4	pppKeBornRnd4		sim-high
0010fb10	912	loop	near	ghidra	53.29	000df554	_ZN2kn6Friend15emergencyActionEv	kn::Friend::emergencyAction()		sim-med
001b1560	904	float	near	ghidra	0.00	0043e2c8	_ZN2YS5LIGHT4ExecEP4TASK	YS::LIGHT::Exec(TASK*)		sim-high
00265018	904	switch	near	m2c	83.82	003b6010	_ZN2Tz6CmStat8CtrlHelpEv	Tz::CmStat::CtrlHelp()		high
001c4520	900	float	near	ghidra	37.12	004e3930	_ZN2YS13CROWD_M_EX6606CreateEPKNS_8OBJENTRYERKN2kn7FVectorEf	YS::CROWD_M_EX660::Create(YS::OBJENTRY const*, kn::FVector const&, float)		sim-med
0020c9d0	896	float	near	lift	60.32	005d0528	pppRyjDrawMegaBirthModelFilter	pppRyjDrawMegaBirthModelFilter		sim-high
002cfb30	896	float	near	m2c	65.68	0064cfa8	_ZN2Ti5MGObj11exec_appearEv	Ti::MGObj::exec_appear()		med
0029ba88	892	branchy	near	m2c	84.91	0033e7a8	_ZN2Tz5JmDic12CtrlCharaSelEv	Tz::JmDic::CtrlCharaSel()		high
00151138	888	branchy	near	lift	67.24	000b6d1c	_ZN2dk5TIMER6updateEv	dk::TIMER::update()		high
00166148	888	switch	near	lift	52.11	0007e6d8	_ZN2dk4Tim29loadImageEPvii	dk::Tim2::loadImage(void*, int, int)		sim-low
00255588	888	switch	near	ghidra	27.06	00311e90	_ZN2Tz5CmTop7ControlEv	Tz::CmTop::Control()		med
002af0a0	884	branchy	near	m2c	95.31	0034ea64	_ZN2Tz8JmPuzzle7CtrlTopEv	Tz::JmPuzzle::CtrlTop()		high
00279040	876	loop	near	ghidra	66.43	0038f16c	_ZN2Tz9CmAbility14GetAbilityInfoEv	Tz::CmAbility::GetAbilityInfo()		med
002a4620	876	branchy	near	m2c	61.14	0035fde0	_ZN2Tz10JmTreasure10MoveCurcorEPN2YS3PADE	Tz::JmTreasure::MoveCurcor(YS::PAD*)		med
00152bd8	868	loop	near	lift	52.97	0005cee4	_ZN2dk12LEVELUP_INFO6updateEv	dk::LEVELUP_INFO::update()		sim-med
002566f0	868	branchy	near	ghidra	68.87	0030f1c8	_ZN2Tz5CmTop12DrawSelectorEPNS_6SelectEii	Tz::CmTop::DrawSelector(Tz::Select*, int, int)		med
0026a5a0	864	loop	near	m2c	66.48	0039ee48	_ZN2Tz7CmEquip15UpdateEquipListEv	Tz::CmEquip::UpdateEquipList()		med
002725d8	864	switch	near	lift	15.20	00398608	_ZN2Tz8CmCustom20UpdateIndiCustomListEv	Tz::CmCustom::UpdateIndiCustomList()		sim-high
002b4440	864	loop	near	ghidra	78.73	0030df24	_ZN2Tz8CmSLBase4InitEv	Tz::CmSLBase::Init()		high
0026d208	856	loop	near	m2c	82.31	002fdc3c	_ZN2Tz7CmParty19MakeInOutMemberNameEv	Tz::CmParty::MakeInOutMemberName()		med
00250a50	852	loop	near	lift	74.95	003bbdfc	_ZN2Tz4CANA4InitEv	Tz::CANA::Init()		sim-high
002b05f8	852	branchy	near	m2c	93.05	00352dc8	_ZN2Tz8JmPuzzle12CtrlTutorialEv	Tz::JmPuzzle::CtrlTutorial()		sim-high
00296588	844	loop	near	lift	74.98	00359354	_ZN2Tz8JmReport10SetupRoxasEv	Tz::JmReport::SetupRoxas()		med
001569d8	840	loop	near	lift	86.53	000a41ec	_ZN2dk12GAUGE_PLAYER6createEPN2YS3OBJE	dk::GAUGE_PLAYER::create(YS::OBJ*)		med
001e6280	840	float	near	ghidra	42.28	002ada78	_Z11pppPartCalcPvi	pppPartCalc(void*, int)		sim-low
0023bc58	836	straight	near	lift	81.37	000c48bc	_ZN2YI7WIN_SEQ7SetSizeEii	YI::WIN_SEQ::SetSize(int, int)		med
00247198	836	float	near	lift	68.36	003c45b0	_ZN2Tz4HECO11UpdateScoreEv	Tz::HECO::UpdateScore()		sim-high
00254770	836	branchy	near	stub	0.00	00312be0	_ZN2Tz5CmTop5SetupEv	Tz::CmTop::Setup()		high
002713c8	836	loop	near	lift	67.83	00397630	_ZN2Tz8CmCustom21MakeListInfo2ItemMessEv	Tz::CmCustom::MakeListInfo2ItemMess()		med
00181178	832	switch	near	lift	70.70	0048f874	_ZN2YS8PROGRESS7SetFlagEi	YS::PROGRESS::SetFlag(int)		seed
0019ce48	832	float	near	m2c	63.06	00443b68	_ZN2YS6LOCKON12check_lockonEv	YS::LOCKON::check_lockon()		med
002ae320	832	loop	near	lift	70.75	003326d8	_ZN2Tz10JmComplete11CheckPuzzleEv	Tz::JmComplete::CheckPuzzle()		high
002450c8	820	loop	near	lift	74.87	003c612c	_ZN2Tz4HECO4ExitEv	Tz::HECO::Exit()		sim-high
002995e8	820	loop	near	ghidra	82.48	00330ab4	_ZN2Tz12JmCollection5SetupEv	Tz::JmCollection::Setup()		med
002a3318	812	loop	near	ghidra	65.73	0035ea90	_ZN2Tz10JmTreasure10UpdateListEv	Tz::JmTreasure::UpdateList()		med
002af418	812	loop	near	ghidra	75.06	0034e2a0	_ZN2Tz8JmPuzzle8SetupSelEv	Tz::JmPuzzle::SetupSel()		med
00226478	808	loop	near	lift	94.20	002bc8c8	_ZN2sa5EVENT8fixAllocEv	sa::EVENT::fixAlloc()		high
0022dd80	808	float	near	m2c	86.43	002c83dc	_ZN2sa5EVENT14set_effect_seqERNS_14BIN_EFFECT_SEQEP4TASK	sa::EVENT::set_effect_seq(sa::BIN_EFFECT_SEQ&, TASK*)		sim-high
002405a8	804	branchy	near	lift	66.52	0036953c	_ZN2Tz5MCard9MakeTitleEPci	Tz::MCard::MakeTitle(char*, int)		sim-high
002648b8	804	branchy	near	m2c	89.07	003b5894	_ZN2Tz6CmStat7CtrlTopEv	Tz::CmStat::CtrlTop()		high
002859f0	804	loop	near	ghidra	72.90	003ae3ec	_ZN2Tz8CmNewFlg9CheckItemEv	Tz::CmNewFlg::CheckItem()		med
002afaf0	804	loop	near	lift	65.90	00350154	_ZN2Tz8JmPuzzle9SetupGameEv	Tz::JmPuzzle::SetupGame()		med
002b47a0	804	loop	near	lift	96.78	0030e59c	_ZN2Tz8CmSLBase4ExitEv	Tz::CmSLBase::Exit()		med
00260ce0	800	branchy	near	lift	83.23	003ab098	_ZN2Tz6CmItem11CtrlItemUseEv	Tz::CmItem::CtrlItemUse()		med
002a2ff8	800	loop	near	ghidra	50.15	0035d3f8	_ZN2Tz10JmTreasure8SortListEv	Tz::JmTreasure::SortList()		high
001169e8	796	float	near	lift	82.29	001084b0	_ZN2kn6Stitch16calc_move_targetEi	kn::Stitch::calc_move_target(int)		sim-high
0029b378	796	branchy	near	m2c	88.41	0033e400	_ZN2Tz5JmDic12CtrlWorldSelEv	Tz::JmDic::CtrlWorldSel()		med
00273818	788	loop	near	ghidra	28.42	0039b0b4	_ZN2Tz8CmCustom23ChangeAutoReplenishmentEv	Tz::CmCustom::ChangeAutoReplenishment()		med
0025e8a0	784	branchy	near	m2c	95.06	002fa080	_ZN2Tz6CmLoad8CtrlListEv	Tz::CmLoad::CtrlList()		sim-high
0027ccf8	784	loop	near	lift	73.26	00394c44	_ZN2Tz8CmConfig10CreateListEv	Tz::CmConfig::CreateList()		med
0029d008	784	loop	near	m2c	86.94	0033a8d4	_ZN2Tz5JmDic14UpdateCharaSelEv	Tz::JmDic::UpdateCharaSel()		med
001219b8	780	branchy	near	ghidra	78.81	00120f40	_ZN2kn8ModelSKL10setTexfadeEPNS_16Vif1PacketBufferEiPNS_9DrawParamEPNS_13AnimationWorkEbPNS_7TextureES8_	kn::ModelSKL::setTexfade(kn::Vif1PacketBuffer*, int, kn::DrawParam*, kn::AnimationWork*, bool, kn::Texture*, kn::Texture*)		sim-med
